CUSTOMER_ID,ORDER_ID,item1,item2,item3,item4,RECOMMENDATION 1,RECOMMENDATION 2,RECOMMENDATION 3
632598037,3729893922,10 pc Spicy Wings,Fried Corn - Regular,Blue Cheese Dip - Regular,,15 pc Grilled Wings,Fried Corn - Large,20 pc Grilled Wings
371208400,4326009809,8 pc Grilled Wings Combo,2 pc Crispy Strips,8 pc Spicy Wings Combo,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
304597748,2574201124,6 pc Spicy Wings Combo,2 pc Crispy Strips,10 pc Mixed Wings Combo,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Chicken Sub Combo
324559624,5839346714,30 pc Grilled Wings,Ranch Dip - Large,Regular Buffalo Fries,,15 pc Grilled Wings,30 pc Family Grilled Wings,20 pc Grilled Wings
783666949,9405233990,Ranch Dip - Regular,20 pc Mixed Wings,32 Oz Soda,,Ranch Dip - Large,Blue Cheese Dip - Regular,7 pc Crispy Strips
511962541,5047246062,32 Oz Soda,10 pc Mixed Wings,Ranch Dip - Regular,,20 Oz Soda,20 pc Grilled Wings,15 pc Mixed Wings
913781453,9741900531,Veggie Sticks Spicy,Voodoo Fries - Regular,4 pc Crispy Strips,,Regular Buffalo Fries,Large Buffalo Fries,25 pc Game Day Pack
433588764,900698321,Regular Buffalo Fries,Ranch Dip - Large,Large Buffalo Fries,,Ranch Dip - Regular,Blue Cheese Dip - Regular,Voodoo Fries - Regular
300355165,9602315572,15 pc Spicy Wings,20pc Spicy Feast Deal,32 Oz Soda,,15 pc Grilled Wings,Flavor Platter,7 pc Crispy Strips
94563958,1870956895,Veggie Sticks Spicy,15 pc Crispy Strips,Fried Corn - Large,,7 pc Crispy Strips,25 pc Game Day Pack,Large Veggie Sticks Spicy
80363740,4763481822,75 pc Family Mixed Wings,Large Veggie Sticks Spicy,Fried Corn - Large,,30 pc Family Grilled Wings,25 pc Game Day Pack,40 pc Family Grilled Wings
524447456,7181101360,Triple Chocolate Cake,10 pc Grilled Wings Combo,8 pc Spicy Wings Combo,,Order Memo Paid,15 pc Grilled Wings Combo,8 pc Mixed Wings Combo
315733057,3628400623,Fried Corn - Large,Ranch Dip - Regular,10 pc Grilled Wings Combo,,Ranch Dip - Large,Blue Cheese Dip - Regular,Fried Corn - Regular
168193264,212931472,Ranch Dip - Large,10 pc Grilled Wings,Large Veggie Sticks Spicy,,Ranch Dip - Regular,Blue Cheese Dip - Regular,20 pc Grilled Wings
494921019,5607933866,6 pc Grilled Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
813865780,843353553,6 pc Strips Meal for 2,75 pc Family Mixed Wings,Large Fruit Punch,,25 pc Game Day Pack,Veggie Sticks Spicy,7 pc Crispy Strips
366771675,8812752288,Cheese Fries - Large,Regular Buffalo Fries,15 pc Spicy Wings,,Large Buffalo Fries,20 pc Grilled Wings,Voodoo Fries - Regular
866086609,5847863983,32 Oz Soda,20pc Spicy Feast Deal,2 pc Crispy Strips,,Flavor Platter,20 Oz Soda,30 pc Family Spicy Wings
364270870,8866492854,Fried Corn - Regular,10 pc Grilled Wings,Veggie Sticks Spicy,,15 pc Grilled Wings,Fried Corn - Large,20 pc Grilled Wings
47599717,8742060403,10 pc Spicy Wings,Fried Corn - Regular,Veggie Sticks Spicy,,15 pc Grilled Wings,Fried Corn - Large,20 pc Grilled Wings
747711800,3271887051,15 pc Grilled Wings,Ranch Dip - Regular,2 pc Crispy Strips,,20 pc Grilled Wings,30 pc Grilled Wings,30 pc Spicy Wings
303359421,8517312532,Large Fruit Punch,Fried Corn - Regular,Flavor Platter Grilled,,Ranch Dip - Large,Large Buffalo Fries,Fried Corn - Large
656646304,4166370839,Large Buffalo Fries,Ranch Dip - Large,40 pc Family Spicy Wings,,Regular Buffalo Fries,Blue Cheese Dip - Regular,Voodoo Fries - Regular
919383131,7052765248,10 pc Grilled Wings,Blue Cheese Dip - Large,Fried Corn - Regular,,15 pc Grilled Wings,15 pc Spicy Wings,20 pc Grilled Wings
20056926,3044013178,4 pc Crispy Strips,20 pc Grilled Wings,Ranch Dip - Regular,,15 pc Grilled Wings,15 pc Spicy Wings,30 pc Grilled Wings
421052142,383051095,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular,,Ranch Dip - Large,15 pc Grilled Wings,Blue Cheese Dip - Regular
401569422,9112164971,Veggie Sticks Spicy,Ranch Dip - Large,6 pc Grilled Wings Combo,,Blue Cheese Dip - Regular,25 pc Game Day Pack,Large Veggie Sticks Spicy
54774296,5556328,20pc Spicy Feast Deal,Large Buffalo Fries,Add 5 Grilled Wings,,Flavor Platter,30 pc Family Grilled Wings,15 pc Spicy Wings
365982870,5791873420,Regular Buffalo Fries,8 pc Grilled Wings Combo,Add 5 Grilled Wings,,Large Buffalo Fries,10 pc Spicy Wings Combo,Voodoo Fries - Regular
314629368,3656914730,8 pc Mixed Wings Combo,10 pc Grilled Wings Combo,Veggie Sticks,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
505867016,3518269386,Ranch Dip - Regular,20 Oz Soda,10 pc Spicy Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,32 Oz Soda
596647702,5495230392,Ranch Dip - Regular,Veggie Sticks Spicy,Regular Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
247950793,4238309587,Ranch Dip - Regular,Add 5 Spicy Wings,Veggie Sticks Spicy,,Ranch Dip - Large,Blue Cheese Dip - Regular,4 pc Crispy Strips
727735141,9503954287,10 pc Grilled Wings,6 pc Spicy Wings Combo,Add 5 Spicy Wings,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,15 pc Grilled Wings
874632480,7578131243,20 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,,15 pc Grilled Wings,30 pc Family Grilled Wings,15 pc Spicy Wings
454149467,5546805557,Regular Buffalo Fries,4 pc Crispy Strips,Chicken Sub,,Large Buffalo Fries,15 pc Spicy Wings,Voodoo Fries - Regular
322427036,7303368212,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,Veggie Sticks Spicy,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Spicy Wings Combo
742366367,1680125849,6 pc Strips Meal for 2,Ranch Dip - Regular,Wings Lunch Combo,,Ranch Dip - Large,Honey Mustard Dip - Regular,25 pc Game Day Pack
171511753,3342117117,3 pc Crispy Strips Combo,Cheese Dip - Medium,10 pc Grilled Wings Combo,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
700022050,1860011666,Large Buffalo Fries,20pc Spicy Feast Deal,Large Fruit Punch,,Regular Buffalo Fries,Flavor Platter,Voodoo Fries - Regular
766711618,1958104576,Add 5 Spicy Wings,10 pc Grilled Wings Combo,2 pc Crispy Strips,,Fried Corn - Large,4 pc Crispy Strips,15 pc Grilled Wings Combo
192890999,7343673588,30 pc Mixed Wings,Regular Buffalo Fries,3 pc Crispy Strips Combo,,15 pc Grilled Wings,20 pc Grilled Wings,30 pc Grilled Wings
922165209,8992642594,Cheese Fries - Regular,Ranch Dip - Regular,Regular Buffalo Fries,,Ranch Dip - Large,Large Buffalo Fries,Blue Cheese Dip - Regular
185353579,8804388400,20pc Spicy Feast Deal,Ranch Dip - Large,Fried Corn - Regular,,Flavor Platter,30 pc Family Grilled Wings,15 pc Spicy Wings
318840047,4737210194,20 Oz Soda,20pc Spicy Feast Deal,5 pc Crispy Strips Combo,,Flavor Platter,32 Oz Soda,30 pc Family Spicy Wings
682388794,7925803227,8 pc Spicy Wings Combo,Large Buffalo Fries,Chicken Sub Combo,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
163772119,7880238063,10 pc Mixed Wings Combo,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,,Chicken Sub Combo,6 pc Spicy Wings Combo,10 pc Spicy Wings Combo
388295967,1317989663,20 Oz Soda,Ranch Dip - Regular,15 pc Spicy Wings,,Ranch Dip - Large,32 Oz Soda,Honey Mustard Dip - Regular
899323724,593449461,20pc Spicy Feast Deal,10 pc Spicy Wings,Voodoo Fries - Regular,,15 pc Grilled Wings,40 pc Family Grilled Wings,30 pc Family Grilled Wings
852659933,4518012030,Ranch Dip - Regular,10 pc Grilled Wings,8 pc Spicy Wings Combo,,Ranch Dip - Large,15 pc Grilled Wings,Blue Cheese Dip - Regular
44500511,4911277420,Ranch Dip - Regular,Chicken Sub,Chicken Sub Combo,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
855343509,6778835137,Ranch Dip - Large,20pc Spicy Feast Deal,20 Oz Soda,,Ranch Dip - Regular,Blue Cheese Dip - Regular,Flavor Platter
297854432,3156933766,20pc Spicy Feast Deal,15 pc Grilled Wings,Ranch Dip - Regular,,Flavor Platter,15 pc Spicy Wings,40 pc Family Grilled Wings
665170815,2326194829,10 pc Grilled Wings,Ranch Dip - Regular,10 pc Spicy Wings Combo,,Ranch Dip - Large,15 pc Grilled Wings,20 pc Grilled Wings
128038914,8432644352,20 Oz Soda,Large Buffalo Fries,7 pc Crispy Strips,,Regular Buffalo Fries,32 Oz Soda,Voodoo Fries - Regular
223627884,6170144901,Regular Buffalo Fries,10 pc Grilled Wings,6 pc Grilled Wings Combo,,Large Buffalo Fries,15 pc Grilled Wings,20 pc Grilled Wings
121913804,9060347619,Large Buffalo Fries,Ranch Dip - Regular,20 pc Spicy Wings,,Regular Buffalo Fries,Ranch Dip - Large,Voodoo Fries - Regular
61900325,8886736318,Add 5 Spicy Wings,Large Buffalo Fries,Add 5 Grilled Wings,,Regular Buffalo Fries,Fried Corn - Large,4 pc Crispy Strips
850757606,8215461140,Fried Corn - Large,15 pc Mixed Wings Combo,2 pc Crispy Strips,,Fried Corn - Regular,15 pc Grilled Wings Combo,30 pc Family Mixed Wings
361417295,6709854601,Large Buffalo Fries,15 pc Spicy Wings,5 pc Crispy Strips Combo,,Regular Buffalo Fries,20 pc Grilled Wings,Voodoo Fries - Regular
913033698,5156937997,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Veggie Sticks Spicy,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Chicken Sub Combo
864699842,5264953502,32 Oz Soda,Domestic Lager,20 Oz Soda,,Buffalo Fries,Large Fruit Punch,Plastic Fork
920572252,5756782936,Ranch Dip - Regular,Add 5 Spicy Wings,3 Strips Lunch,,Ranch Dip - Large,Blue Cheese Dip - Regular,4 pc Crispy Strips
245145291,6465033415,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,,6 pc Grilled Wings Combo,10 pc Spicy Wings Combo,Chicken Sub Combo
927800235,2088803697,8 pc Spicy Wings Combo,15 pc Grilled Wings Combo,Blue Cheese Dip - Regular,,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo
192068298,9921131144,2 pc Crispy Strips,Large Fruit Punch,Add 5 Spicy Wings,,Dipping Sauce,Voodoo Fries - Large,Cheese Fries - Large
974091201,8543378696,20pc Spicy Feast Deal,20 Oz Soda,Ranch Dip - Large,,Flavor Platter,32 Oz Soda,40 pc Family Grilled Wings
577143156,4386690064,Ranch Dip - Regular,10 pc Grilled Wings,Regular Buffalo Fries,,Ranch Dip - Large,15 pc Grilled Wings,Blue Cheese Dip - Regular
732763986,8833118609,30 pc Family Grilled Wings,Fried Corn - Large,15 pc Grilled Wings Combo,,Fried Corn - Regular,Flavor Platter,40 pc Family Grilled Wings
930765144,728026822,10 pc Spicy Wings Combo,Voodoo Fries - Large,Ranch Dip - Regular,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
542063001,6964422874,2 pc Crispy Strips,10 pc Grilled Wings Combo,Ranch Dip - Regular,,Dipping Sauce,15 pc Grilled Wings Combo,6 pc Mixed Wings Combo
560482421,2619394683,15 pc Grilled Wings Combo,10 pc Grilled Wings,20pc Spicy Feast Deal,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
494109314,112434716,8 pc Grilled Wings Combo,15 pc Spicy Wings,7 pc Crispy Strips,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
969808904,4226127641,10 pc Spicy Wings Combo,3 pc Crispy Strips Combo,6 pc Spicy Wings Combo,,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Chicken Sub Combo
268717897,391807446,Regular Buffalo Fries,6 pc Grilled Wings Combo,Add 5 Spicy Wings,,Large Buffalo Fries,8 pc Spicy Wings Combo,10 pc Spicy Wings Combo
326938340,9255777990,Chicken Sub,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,,Honey Mustard Dip - Regular,15 pc Grilled Wings Combo,Cheese Dip - Regular
886813829,4104732249,Chicken Sub Combo,24 pc Family Grilled Wings,Chicken Sub,,6 pc Spicy Wings Combo,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo
291986419,9652773670,6 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
682069989,4840459795,10 pc Spicy Wings,7 pc Crispy Strips,Large Buffalo Fries,,15 pc Grilled Wings,20 pc Grilled Wings,30 pc Grilled Wings
557641370,4504947430,Regular Buffalo Fries,Ranch Dip - Regular,8 pc Grilled Wings Combo,,Large Buffalo Fries,Ranch Dip - Large,Voodoo Fries - Regular
38672775,7588686121,5 pc Crispy Strips Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
24124119,4804648767,10 pc Spicy Wings Combo,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,,Order Memo Paid,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
604425244,9635883148,Carrot Sticks,10 pc Grilled Wings,Ranch Dip - Regular,,Order Memo Item,Order Blankline 1,15 pc Grilled Wings
210925501,345701565,Ranch Dip - Regular,20pc Spicy Feast Deal,Voodoo Fries - Large,,Ranch Dip - Large,Blue Cheese Dip - Regular,Flavor Platter
960007282,2735628080,20 Oz Soda,Ranch Dip - Regular,20 pc Grilled Wings,,Ranch Dip - Large,32 Oz Soda,Honey Mustard Dip - Regular
786655671,933812866,10 pc Spicy Wings Combo,6 pc Strips Meal for 2,Fried Corn - Regular,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
628926889,8226771121,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
131084573,6573347725,Fried Corn - Large,Chicken Sub Combo,2 pc Crispy Strips,,10 pc Grilled Wings Combo,Fried Corn - Regular,15 pc Grilled Wings Combo
601048801,1521389865,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings,,Large Buffalo Fries,Ranch Dip - Large,Honey Mustard Dip - Regular
388942554,6565660501,Regular Buffalo Fries,2 pc Crispy Strips,15 pc Grilled Wings,,Large Buffalo Fries,Voodoo Fries - Regular,Voodoo Fries - Large
636666470,5849629760,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
438145746,3231333615,2 pc Crispy Strips,6 pc Mixed Wings Combo,Fried Corn - Regular,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,10 pc Spicy Wings Combo
690429788,210941796,10 pc Spicy Wings,10 pc Mixed Wings,Ranch Dip - Regular,,15 pc Grilled Wings,15 pc Spicy Wings,20 pc Grilled Wings
711114047,989955882,Regular Buffalo Fries,Chicken Sub,10 pc Grilled Wings,,Large Buffalo Fries,Honey Mustard Dip - Regular,Voodoo Fries - Regular
14317935,9784043091,Large Buffalo Fries,Large Veggie Sticks Spicy,Blue Cheese Dip - Large,,Regular Buffalo Fries,25 pc Game Day Pack,Voodoo Fries - Regular
533871373,330744085,15 pc Grilled Wings,Regular Buffalo Fries,10 pc Grilled Wings,,20 pc Grilled Wings,30 pc Grilled Wings,Voodoo Fries - Large
199559621,9852581132,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Chicken Sub,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Chicken Sub Combo
934035857,9099645099,2 pc Crispy Strips,32 Oz Soda,10 pc Spicy Wings Combo,,20 Oz Soda,Dipping Sauce,15 pc Spicy Wings Combo
784240669,7066723240,Chicken Sub Combo,Chicken Sub,25 pc Game Day Pack,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo
674694786,5594519086,Large Buffalo Fries,15 pc Spicy Wings,Ranch Dip - Regular,,Regular Buffalo Fries,20 pc Grilled Wings,Voodoo Fries - Regular
594035041,4585144849,6 pc Mixed Wings Combo,Regular Buffalo Fries,Ranch Dip - Large,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
205613275,1204068454,Ranch Dip - Regular,10 pc Spicy Wings Combo,Fried Corn - Regular,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Ranch Dip - Large
271259619,6381949545,Chicken Sub,6 pc Grilled Wings Combo,8 pc Spicy Wings Combo,,10 pc Spicy Wings Combo,Honey Mustard Dip - Regular,15 pc Grilled Wings Combo
23605398,5419425706,Add 5 Spicy Wings,10 pc Spicy Wings,Regular Buffalo Fries,,15 pc Grilled Wings,Fried Corn - Large,4 pc Crispy Strips
933761219,9459593044,Fried Corn - Large,Voodoo Fries - Large,Ranch Dip - Large,,Regular Buffalo Fries,Large Buffalo Fries,Fried Corn - Regular
504956560,7778977823,Add 5 Spicy Wings,Large Buffalo Fries,15 pc Grilled Wings Combo,,Regular Buffalo Fries,Fried Corn - Large,4 pc Crispy Strips
539407307,9684498357,Ranch Dip - Large,Cheese Fries - Large,15 pc Grilled Wings,,Ranch Dip - Regular,Regular Buffalo Fries,Large Buffalo Fries
777782904,9811510074,6 pc Spicy Wings Combo,10 pc Grilled Wings,Ranch Dip - Regular,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
594970770,6082031819,4 pc Crispy Strips,Cheese Fries - Large,20 pc Grilled Wings,,Regular Buffalo Fries,Large Buffalo Fries,Voodoo Fries - Regular
367538574,8887895925,Regular Buffalo Fries,100 pc Mixed Wings,50 pc Mixed Wings,,Large Buffalo Fries,Voodoo Fries - Regular,100 pc Grilled Wings
871695150,6450373778,10 pc Spicy Wings,Ranch Dip - Regular,10 pc Spicy Wings Combo,,Ranch Dip - Large,15 pc Grilled Wings,20 pc Grilled Wings
364858673,6419006933,Large Buffalo Fries,10 pc Spicy Wings,Ranch Dip - Regular,,Regular Buffalo Fries,15 pc Grilled Wings,Voodoo Fries - Regular
146287759,2699835774,Ranch Dip - Regular,Chicken Sub,Regular Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
375539392,1369707677,Regular Buffalo Fries,Fried Corn - Regular,Ranch Dip - Regular,,Large Buffalo Fries,Fried Corn - Large,Voodoo Fries - Regular
132047753,1532663577,Large Buffalo Fries,Regular Buffalo Fries,Ranch Dip - Large,,Blue Cheese Dip - Regular,Voodoo Fries - Regular,Cheese Fries - Large
390619846,9069039966,6 pc Grilled Wings Combo,Add 5 Grilled Wings,Ranch Dip - Regular,,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
815481224,2242828550,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo
680623681,7987626765,Add 5 Spicy Wings,Ranch Dip - Regular,10 pc Grilled Wings Combo,,Ranch Dip - Large,Fried Corn - Large,4 pc Crispy Strips
512708202,4781334962,2 pc Crispy Strips,Regular Buffalo Fries,Ranch Dip - Large,,Dipping Sauce,Voodoo Fries - Regular,Voodoo Fries - Large
840902409,3315199250,4 pc Crispy Strips,Ranch Dip - Regular,10 pc Spicy Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,15 pc Spicy Wings
921098580,8148014460,Ranch Dip - Regular,15 pc Grilled Wings,15 pc Spicy Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
620182438,4713753427,10 pc Spicy Wings,Ranch Dip - Regular,Legendary Feast Bundle,,Ranch Dip - Large,15 pc Grilled Wings,20 pc Grilled Wings
161201112,1975968642,Ranch Dip - Regular,75 pc Family Mixed Wings,15 pc Grilled Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
77560855,2552588928,Large Veggie Sticks,Ranch Dip - Regular,20 Oz Soda,,Ranch Dip - Large,Veggie Sticks,Honey Mustard Dip - Regular
30092310,4603054513,20 Oz Soda,24 pc Family Grilled Wings,Add 5 Grilled Wings,,32 Oz Soda,30 pc Family Grilled Wings,40 pc Family Grilled Wings
554453055,938297015,Cheese Fries - Regular,Chicken Sub,20 pc Grilled Wings,,Regular Buffalo Fries,Large Buffalo Fries,Honey Mustard Dip - Regular
236035906,4321092455,20 pc Mixed Wings,20 pc Grilled Wings,Ranch Dip - Regular,,15 pc Grilled Wings,30 pc Family Grilled Wings,15 pc Spicy Wings
302382256,3962842818,Large Buffalo Fries,10 pc Spicy Wings,Chicken Sub,,Regular Buffalo Fries,15 pc Grilled Wings,Voodoo Fries - Regular
291452912,867995303,10 pc Spicy Wings Combo,Triple Chocolate Cake,Ranch Dip - Regular,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
375911020,368402530,Cheese Fries - Regular,Blue Cheese Dip - Regular,10 pc Grilled Wings Combo,,Ranch Dip - Regular,Ranch Dip - Large,Regular Buffalo Fries
444476360,303427061,7 pc Crispy Strips,Chicken Sub,4 pc Crispy Strips,,Honey Mustard Dip - Regular,15 pc Spicy Wings,Cheese Dip - Regular
152480560,8081100487,Regular Buffalo Fries,15 pc Grilled Wings,Ranch Dip - Regular,,Large Buffalo Fries,20 pc Grilled Wings,Voodoo Fries - Regular
227373923,2548451770,Veggie Sticks Spicy,8 pc Grilled Wings Combo,Ranch Dip - Regular,,10 pc Spicy Wings Combo,25 pc Game Day Pack,15 pc Grilled Wings Combo
747201425,6349086403,Fried Corn - Large,Ranch Dip - Regular,Large Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Fried Corn - Regular
761607768,645444357,Ranch Dip - Large,20pc Spicy Feast Deal,32 Oz Soda,,Ranch Dip - Regular,Blue Cheese Dip - Regular,Flavor Platter
842733449,6396952241,20pc Spicy Feast Deal,Chicken Sub,Large Buffalo Fries,,Flavor Platter,40 pc Family Grilled Wings,30 pc Family Grilled Wings
816535303,9575117054,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Dipping Sauce,,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo
411529953,9417949779,Fried Corn - Regular,Regular Buffalo Fries,30 pc Grilled Wings,,Fried Corn - Large,Voodoo Fries - Regular,Voodoo Fries - Large
319084152,3969421881,Flavor Platter,10 pc Spicy Wings,Regular Buffalo Fries,,20pc Spicy Feast Deal,15 pc Grilled Wings,30 pc Family Grilled Wings
370930081,5473578293,20 Oz Soda,10 pc Mixed Wings,Ranch Dip - Regular,,32 Oz Soda,20 pc Grilled Wings,Legendary Feast Bundle
471563344,4270040680,6 pc Spicy Wings Combo,6 pc Grilled Wings Combo,Veggie Sticks Spicy,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,8 pc Spicy Wings Combo
985880410,1728267841,Regular Buffalo Fries,2 pc Crispy Strips,Ranch Dip - Regular,,Large Buffalo Fries,Voodoo Fries - Regular,Voodoo Fries - Large
554381193,7840836849,Dipping Sauce,Chicken Sub Combo,2 pc Crispy Strips,,Order Memo Paid,10 pc Grilled Wings Combo,15 pc Grilled Wings Combo
954735225,6485585475,15 pc Grilled Wings,Regular Buffalo Fries,Fried Corn - Large,,20 pc Grilled Wings,30 pc Grilled Wings,Voodoo Fries - Large
282899451,2388027509,8 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo
165031272,6150693082,8 pc Grilled Wings Combo,Triple Chocolate Cake,10 pc Spicy Wings,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
400119647,7272353063,Add 5 Spicy Wings,20pc Spicy Feast Deal,Blue Cheese Dip - Regular,,Fried Corn - Large,Flavor Platter,4 pc Crispy Strips
145533966,2830756398,Ranch Dip - Regular,20 pc Mixed Wings,Large Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
369865551,7058100246,Ranch Dip - Regular,Fried Corn - Regular,Large Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Fried Corn - Large
829177060,2947375396,Dipping Sauce,10 pc Spicy Wings Combo,10 pc Grilled Wings Combo,,Order Memo Paid,2 pc Crispy Strips,8 pc Grilled Wings Combo
840283816,5717084269,6 pc Grilled Wings Combo,10 pc Mixed Wings Combo,10 pc Spicy Wings Combo,,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Grilled Wings Combo
946523371,10304715,Ranch Dip - Large,Chicken Sub Combo,32 Oz Soda,,Ranch Dip - Regular,10 pc Grilled Wings Combo,Blue Cheese Dip - Regular
822161531,9542471282,20 pc Mixed Wings,20pc Spicy Feast Deal,Regular Buffalo Fries,,Flavor Platter,15 pc Grilled Wings,20 pc Grilled Wings
702350079,5200412964,24 pc Family Grilled Wings,4 pc Crispy Strips,10 pc Spicy Wings,,Flavor Platter,15 pc Grilled Wings,15 pc Grilled Wings Combo
948225412,6806712765,Ranch Dip - Large,Fried Corn - Regular,4 pc Crispy Strips,,Ranch Dip - Regular,Blue Cheese Dip - Regular,Fried Corn - Large
395172543,5621871691,Regular Buffalo Fries,15 pc Spicy Wings,Large Buffalo Fries,,20 pc Grilled Wings,Voodoo Fries - Regular,30 pc Grilled Wings
493000944,4969171459,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Veggie Sticks Spicy,,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo
258115080,205348647,Large Buffalo Fries,6 pc Strips Meal for 2,Chicken Sub,,Regular Buffalo Fries,Voodoo Fries - Regular,Veggie Sticks Spicy
76205072,5949595841,6 pc Grilled Wings Combo,Ranch Dip - Regular,Chicken Sub Combo,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
985398096,3134908072,15 pc Spicy Wings,20 pc Grilled Wings,Cheese Fries - Large,,15 pc Grilled Wings,30 pc Family Grilled Wings,7 pc Crispy Strips
528421418,2245282830,Add 5 Grilled Wings,2 pc Crispy Strips,20pc Spicy Feast Deal,,Flavor Platter,Dipping Sauce,15 pc Spicy Wings Combo
534055810,8411432964,10 pc Grilled Wings,Fried Corn - Regular,10 pc Spicy Wings,,Fried Corn - Large,15 pc Grilled Wings,15 pc Spicy Wings
207475094,2212713985,Large Buffalo Fries,20 pc Grilled Wings,Ranch Dip - Regular,,Regular Buffalo Fries,15 pc Grilled Wings,Voodoo Fries - Regular
865300303,1825900796,Flavor Platter,Dipping Sauce,2 pc Crispy Strips,,20pc Spicy Feast Deal,30 pc Family Grilled Wings,40 pc Family Grilled Wings
